ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score	Document
YZmp4Qa2bZ	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	asthma	DISEASE	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
YZmp4Qa2bZ	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	asthma	DISEASE	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
YZmp4Qa2bZ	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	asthma	DISEASE	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
YtfCLsmafk	Asthma action plans . Pediatricians can advise families to monitor the air quality index (Aqi), pollen forecasts, and the temperature forecast and to avoid prolonged time outdoors if indicated . children age 6 years and over can wear an N-95 mask to protect against particulate pollution when the Aqi is in the moderate to /C0 unhealthy range for sensitive groups /C0Or severe /C0 unhealthy range for everyone . 67When possible, children should avoid exercising near high Trafﬁc areas and exercise earlier in the day when air quality is typically better . in areas affected by Wildﬁre smoke, families can install household Hepa Filters.64 children with complex medical conditions children with complex or multiple medical conditions, especially those dependent on Technology-Based care (E.	Aqi	CHEMICAL	C5419195	EPA Air Quality Index	A nationally uniform color-coded index developed by EPA for reporting and forecasting daily air quality. The AQI reports the most common ambient air pollutants that are regulated under the Clean Air Act, including ozone and particle pollution. The AQI informs the public about air quality in the area, tells who may be affected, and provides steps to take to reduce exposure when pollution levels are unhealthy.	T170	Intellectual Product	Environmental Protection Agency (EPA) Air Quality Index, AQI, Air Quality Index	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
YtfCLsmafk	Asthma action plans . Pediatricians can advise families to monitor the air quality index (Aqi), pollen forecasts, and the temperature forecast and to avoid prolonged time outdoors if indicated . children age 6 years and over can wear an N-95 mask to protect against particulate pollution when the Aqi is in the moderate to /C0 unhealthy range for sensitive groups /C0Or severe /C0 unhealthy range for everyone . 67When possible, children should avoid exercising near high Trafﬁc areas and exercise earlier in the day when air quality is typically better . in areas affected by Wildﬁre smoke, families can install household Hepa Filters.64 children with complex medical conditions children with complex or multiple medical conditions, especially those dependent on Technology-Based care (E.	smoke	CHEMICAL	C0037366	Smoke	Visible gaseous suspension of carbon and other particulate matter emitted from burning substances.	T131	Hazardous or Poisonous Substance	Smoke, Smoke (substance), smoke, smoke [in an environmental context]	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
NNN26MQftB	G., Ventilators and pumps) are especially vulnerable to disruptive events driven by climate change . The leading cause of power outages in the U.S. is extreme weather . having a Disaster-Preparedness plan is critical for children Curr probl Pediatr Adolesc health care, June 2021 5	outages	DISEASE								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
6yhCBnfUaN	With existing conditions for whom missing a dose of medication, inability to access emergency care, or loss of electrical power would cause serious risk of illness exacerbation or Death.68At well checks or with changes in Regimens or Medications, Ped Iatricians can ensure that these families have contingency plans for Cold-Chain dependent Medications and elect Ricity-Dependent devices . contingency plans may include up-to-date emergency information forms with essential Healthcare information (e.g., Medications, feeding plan s, technology settings, special supplies, etc .) and plans for contacting providers or Accessing care in emergencies when the power is out (and cell phones, the sole phone type for many families, Cannotbe charged) or roads are impassible . The sports physical										/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
bPzjune6Zu	Youth athletes and children who participate in sports are particularly vulnerable to extreme heat events that are increasing in frequency and duration and occurring earlier and later in the year because of climate Change.9,69Studies demonstrate increased Morbidity and mortality during extreme heat events, particularly in older individuals, infants, young children, and minority and formerly Redlined Communities.70,71 children often do not drink enough to replenish Hydration losses during Exercise.72Importantly, older adolescents may be at higher risk than younger children, and the ability of younger athletes to endure heat may result in complacency for heat risks as children Age.69 at the sports physical, Pediatricians can advise parents of the risks of extreme heat and ways to reduce										/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
5VTyEoSBhb	These risks . Pediatricians can document recommendations on sports physical paperwork, including: Acclimatize prior to vigorous exercise outdoors, monitor the heat index and limit the intensity or length of Exerciseon extreme heat index days, restrict physical activity to the coolest part of the day, enforce Hydration during exercise (5 /C08 ounces every 20 min), and wear Lightcolored, lightweight clothing . 73,74Pediatricians can teach older children and parents about the signs of heat exhaustion and heat stroke and when to seek immediate care: warm, dry skin, temperature above 40◦C, or altered mental Status.75Some Pediatricians and parents may wish to work with coaches and gym Teachersdirectly to educate about exercising safely in the Con-	stroke	DISEASE	C0038454	Cerebrovascular accident	A group of pathological conditions characterized by sudden, non-convulsive loss of neurological function due to BRAIN ISCHEMIA or INTRACRANIAL HEMORRHAGES. Stroke is classified by the type of tissue NECROSIS, such as the anatomic location, vasculature involved, etiology, age of the affected individual, and hemorrhagic vs. non-hemorrhagic nature. (From Adams et al., Principles of Neurology, 6th ed, pp777-810)	T047	Disease or Syndrome	ACCIDENT CEREBROVASCULAR, Cerebrovascular Accidents, cerebrovascular accidents, Cerebral apoplexy, NOS, apoplexy, vascular cerebral accident, stroke cerebral, CVA, Cerebrovascular accident, Brain Attack, Brain Vascular Accident, cerebral stroke, Stroke Syndrome, Strokes, Cerebrovascular, Cerebral vascular events, STROKE, Cerebrovascular accident (disorder), Stroke, Strokes, Cerebral, Stroke, Cerebrovascular, Brain attack, APOPLEXY, CEREBROVASCULAR ACCIDENT, Cerebrovascular Accident, Cerebrovascular accidents, strokes, Stroke, Cerebral, CVA, NOS, cerebrovascular stroke, stroke, CVA - Cerebrovascular accident, Stroke/cerebrovascular accident, vascular brain accident, Stroke/CVA, CEREBRAL VASCULAR ACCIDENT, Stroke, cerebrovascular, Cerebrovascular Apoplexy, cerebrovascular accident, Cerebral vascular accident, Vascular Accidents, Brain, Cerebral Strokes, Cerebrovascular Strokes, Brain Vascular Accidents, CVA (cerebral vascular accident), Cerebrovascular accident, NOS, CVAs (Cerebrovascular Accident), APOPLEXY, CEREBRAL, Vascular Accident, Brain, cerebral vascular accident, Cerebrovascular Stroke, CVA (Cerebrovascular Accident), Apoplexy, NOS, Cerebral Stroke, Apoplexy, Strokes, Apoplexy, Cerebrovascular, Stroke, NOS, Stroke, neurological	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
ry3oRdZdba	Text of climate change and extreme heat events . children who require prescription Medications heat alters the Efﬁcacy and safety of commonly prescribed Medications.76As part of Medicationreconciliation done at every Check-Up, physicians can include guidance on appropriate medication storage and use during the summer months, especially for Medications that alter heat or water Homeostasis (e.g., Anticholinergics, Antihistamines, Tricyclic Antidepressants, Antidopaminergics, selective Serotonin uptake inhibitors (Ssris), Antipsychotics, Sympathomimetics, and Diuretics) or increase risk of side effects with Dehyd ration (e.g., Non-Steroidal Anti-Inﬂammatory drugs [Nsaids]). 75Children with complex medical conditions may not Express classic	Antihistamines	CHEMICAL	C0019590	Histamine Antagonists	Drugs that bind to but do not activate histamine receptors, thereby blocking the actions of histamine or histamine agonists. Classical antihistaminics block the histamine H1 receptors only.	T109,T121	Organic Chemical,Pharmacologic Substance	antihistaminics drugs, antihistamines drugs, anti histamine, anti histamines, Antagonists, Histamine, Antihistamine, Antihistamine drug, NOS, Product containing histamine receptor antagonist (product), Antihistamine drug, ANTIHISTAMINES, MISCELLANEOUS ANTIHISTAMINES, Histamine receptor antagonist-containing product, Antihistamines, Antihistamine, NOS, Histamine Antagonist, histamine antagonist, Histamine receptor antagonist, anti-histamine, HISTAMINE ANTAGONISTS, Histamine Antagonists, antihistamines, antihistamine drugs, antihistamine, Substance with histamine receptor antagonist mechanism of action (substance), antihistaminic drugs, antihistaminics, antihistaminic drug, histamine receptor antagonist, histamine antagonists, antagonists histamine receptor, Antagonist, Histamine, ANTIHISTAMINE DRUGS	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
