ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
HzUGeXQBGA	Hand, foot and mouth disease	mouth disease	DISEASE	C0026636	Mouth Diseases	Diseases involving the MOUTH.	T047	Disease or Syndrome	mouth disorder, Mouth Disease, Oral Cavity Disorder, oral disorder, Disorder of mouth (disorder), Diseases, Mouth, Oral Disorder, mouth disease, Oral Cavity Disease, Disease of mouth, Disease of oral cavity, Disorder of mouth, Mouth Disorders, Disease, Mouth, Oral Disease, Disorder of oral cavity, Mouth--Diseases, mouth diseases, Mouth disorder	1.0
7xYbfVXewe	Leprosy, Paucibacillary	Leprosy	DISEASE	C0023343	Leprosy	A chronic granulomatous infection caused by MYCOBACTERIUM LEPRAE. The granulomatous lesions are manifested in the skin, the mucous membranes, and the peripheral nerves. Two polar or principal types are lepromatous and tuberculoid.	T047	Disease or Syndrome	HANSEN DISEASE, Infection due to Mycobacterium leprae, LEPROSY, Leprosy (disorder), hansen disease, Leprosy, unspecified, leprosy, Hansen's disease, hansen's disease, Hansen's Disease, Mycobacterium leprae infection, Hansen Disease, Leprosy, leprosy nos, hansens disease, Leprosy, NOS	1.0
VspuFkDsgR	Botulism									
NNWwJ4fzvW	Extrapulmonary tuberculosis	Extrapulmonary tuberculosis	DISEASE	C0679362	Tuberculosis, Extrapulmonary	MYCOBACTERIUM infections of organs other than the lung.	T047	Disease or Syndrome	tuberculosis extrapulmonary, Extrapulmonary tuberculosis, Extrapulmonary Tuberculoses, Tuberculosis, Extra-Pulmonary, Extrapulmonary TB, Extra Pulmonary Tuberculosis, extra pulmonary tuberculosis, extrapulmonary tuberculosis, extra-pulmonary tuberculosis, Extrapulmonary Tuberculosis, Extra-Pulmonary Tuberculoses, Tuberculosis, extrapulmonary (disorder), Tuberculosis, extrapulmonary, Extra-Pulmonary Tuberculosis, TB, extrapulmonary	1.0
FvmHLxUi9s	Trichomoniasis	Trichomoniasis	DISEASE	C0040921	Trichomonas Infections	Infections in birds and mammals produced by various species of Trichomonas.	T047	Disease or Syndrome	Trichomonosis, Trichomonas Infection, trichomonosis, Infections, Trichomonas, Infection by Trichomonas, Trichomoniases, Infection, Trichomonas, Disease due to Trichomonadidae, DISEASES DUE TO TRICHOMONADIDAE, Trichomonas infection, Trichomoniasis, unspecified, Disease caused by Trichomonadidae (disorder), Infection caused by Trichomonas, trichomoniasis, Infection by Trichomonas, NOS, Trich, Infection caused by Trichomonas (disorder), trichomonas, TRICHOMONAL INFECTION, Disease caused by Trichomonadidae, Trichomoniasis, trichomona, Trichomonas Infections, trichomonas infection, TRICHOMONIASIS	1.0
wGU89LZgCx	Theileriasis									
tWzammb5CA	Plasmodium Falciparum malaria	Plasmodium Falciparum	DISEASE	C0032150	Plasmodium falciparum	A species of protozoa that is the causal agent of falciparum malaria (MALARIA, FALCIPARUM). It is most prevalent in the tropics and subtropics.	T204	Eukaryote	falciparum plasmodium, Plasmodium falciparum (organism), falciparums, Plasmodium, Plasmodium falciparums, Plasmodium (Laverania) falciparum, Plasmodium falciparum, plasmodium falciparum, Pf - Plasmodium falciparum	1.0
yiBru8xLMg	Blastomycosis	Blastomycosis	DISEASE	C0005716	Blastomycosis	A fungal infection that may appear in two forms: 1, a primary lesion characterized by the formation of a small cutaneous nodule and small nodules along the lymphatics that may heal within several months; and 2, chronic granulomatous lesions characterized by thick crusts, warty growths, and unusual vascularity and infection in the middle or upper lobes of the lung.	T047	Disease or Syndrome	Blastomycosis, Blastomycotic infection, Blastomycosis (disorder), Blastomycosis, NOS, blastomycosis, blastomycoses, Blastomycoses, BLASTOMYCOSIS, Blastomycotic infection, NOS, Infection by Blastomyces, NOS, Infection by Blastomyces	1.0
UseSrUfCHC	Opportunistic systemic Mycosis									
Qu7Uh9QTjV	Drosophila C virus infection									
yjC5geJSiH	Sporadic Creutzfeld Jacob disease	Creutzfeld Jacob disease	DISEASE	C0022336	Creutzfeldt-Jakob disease	A rare transmissible encephalopathy most prevalent between the ages of 50 and 70 years. Affected individuals may present with sleep disturbances, personality changes, ATAXIA; APHASIA, visual loss, weakness, muscle atrophy, MYOCLONUS, progressive dementia, and death within one year of disease onset. A familial form exhibiting autosomal dominant inheritance and a new variant CJD (potentially associated with ENCEPHALOPATHY, BOVINE SPONGIFORM) have been described. Pathological features include prominent cerebellar and cerebral cortical spongiform degeneration and the presence of PRIONS. (From N Engl J Med, 1998 Dec 31;339(27))	T047	Disease or Syndrome	Transmissible virus dementia, Jakob-Creutzfeldt Disease, Creutzfeldt-Jakob pseudosclerosis, creutzfeldt-jakob syndrome, Subacute Spongiform Encephalopathies, CJD - Creutzfeldt-Jakob disease, creutzfeldt jakob syndrome, SPONGIFORM ENCEPHALOPATHY SUBACUTE, Disease, Creutzfeldt-Jakob, Jakob-Creutzfeldt disease (disorder), Spongiform Encephalopathy, Subacute, CREUTZFELDT-JAKOB DISEASE, Creutzfeldt Jakob Disease, Creutzfeldt-Jakob Syndrome, JAKOB-CREUTZFELDT DISEASE, Creutzfeldt-Jakob Disease, jakob-creutzfeldt syndrome, Creutzfeldt Jakob Syndrome, Encephalopathies, Subacute Spongiform, Subacute spongiform encephalopathy, JCD - Jakob-Creutzfeldt disease, Syndrome, Jakob-Creutzfeldt, Creutzfeldt-Jacob Disease, Creutzfeldt-Jakob's disease, CJD (Creutzfeldt Jakob Disease), Jakob-Creutzfeldt disease, creutzfeldt jakob disease, Subacute Spongiform Encephalopathy, creutzfeldt-jakob disease, Encephalopathy, Subacute Spongiform, Jacob Disease, Creutzfeldt, Disease, Jakob-Creutzfeldt, jakob-creutzfeldt disease, Jakob-Creutzfeldt disease, unspecified, Creutzfeldt Jacob Disease, Syndrome, Creutzfeldt-Jakob, Spongiform Encephalopathies, Subacute, CJD, cjd, Jakob Creutzfeldt Syndrome, Jakob-Creutzfeldt Syndrome, Disease, Creutzfeldt Jacob, CJD (Creutzfeldt-Jakob Disease), Jakob Creutzfeldt Disease, CJD (Creutzfeldt Jakob disease), Creutzfeldt Jakob disease, Creutzfeldt-Jakob disease	0.908
oR4mykstfT	Commensal Clostridium infectious disease	Clostridium infectious disease	DISEASE	C0009062	Clostridium Infections	Infections with bacteria of the genus CLOSTRIDIUM and closely related CLOSTRIDIOIDES species.	T047	Disease or Syndrome	clostridia infection, Infection, Clostridium, Clostridiosis, Infections, Clostridium, Clostridial infection (disorder), clostridial infections, Clostridium Infection, Clostridial infection, CLOSTRIDIAL INFECTIONS, Clostridial infection, NOS, clostridial infection	0.805
aNtE7yGi96	Anaerobic Balanitis	Balanitis	DISEASE	C0004690	Balanitis	Inflammation of the head of the PENIS, glans penis.	T047	Disease or Syndrome	Penisitis, PENIS INFLAMMATION, Balanitis (disorder), INFLAMMATION OF PENIS, Penis inflamed, Balanitis, Inflammatory disorder of penis, penis inflammation, penile inflammation, Balanitides, inflammation penis, PENILE INFLAMMATION, Inflammation of penis, balanitis, inflammation of penis, Inflammatory disorder of penis (disorder), BALANITIS	1.0
uUhmmrftfn	Tuberculous Peritonitis	Peritonitis	DISEASE	C0031154	Peritonitis	INFLAMMATION of the PERITONEUM lining the ABDOMINAL CAVITY as the result of infectious, autoimmune, or chemical processes. Primary peritonitis is due to infection of the PERITONEAL CAVITY via hematogenous or lymphatic spread and without intra-abdominal source. Secondary peritonitis arises from the ABDOMINAL CAVITY itself through RUPTURE or ABSCESS of intra-abdominal organs.	T046	Pathologic Function	Peritonitis, NOS, PERITONITIS, Peritonitis of undetermined cause, peritonitis, Peritonitis NOS, Peritonitis of unspecified cause, Peritoneal inflammation, Peritonitis (disorder), Inflammation of the peritoneum, Unspecified peritonitis, Peritonitis	1.0
7JE2bGpiam	Enzootic pneumonia of calves	pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	T047	Disease or Syndrome	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	1.0
ByJMg7deVG	Brill-Zinsser disease	Brill-Zinsser disease	DISEASE	C0006181	Brill-Zinsser Disease		T047	Disease or Syndrome	TYPHUS, RECRUDESCENT, Recrudescent typhus, Brill Zinsser Disease, Brill's Disease, Brill's disease, BRILL-ZINSSER DISEASE, Brill-Zinsser disease (disorder), Recrudescent typhus due to Rickettsia prowazekii, Brill Disease, Brill-Zinsser disease, RECRUDESCENT TYPHUS, BRILL DISEASE, Brill Zinsser disease, Brill disease, Recrudescent typhus fever, Brills Disease	1.0
DmzvVusx6Q	Puerperal infection	Puerperal infection	DISEASE	C0034041	Puerperal Infection	An infection occurring in PUERPERIUM, the period of 6-8 weeks after giving birth.	T047	Disease or Syndrome	puerperal infection, Infection, Puerperal, Infections, Puerperal, Puerperal Infection, PUERPERAL INFECTION, Puerperal Infections	1.0
LcjDRsXMXE	Hepatic tuberculosis									
UwgeFcmexN	Microsporidiosis	Microsporidiosis	DISEASE	C0085407	Microsporidiosis	Infections with FUNGI of the phylum MICROSPORIDIA.	T047	Disease or Syndrome	Infection by Microsporidia, Microsporidiasis, Microsporidioses, Microspora Infection, Microsporidiosis, Infection caused by Microspora, Infections, Microsporidia, Infection by Microsporea, NOS, Infection caused by Microsporidia (disorder), Microsporidia Infection, Infection, Microspora, Infection by Microsporida, Infection by Microspora, NOS, Infection caused by Microsporidia, microsporidiosis, Infection caused by Microspora (disorder), Infection by Microspora, Infections, Microspora, Microsporidia Infections, Infection, Microsporidia, Microspora Infections, Infection by Cnidospora, NOS, Infection by Cnidosporidia	1.0
YpCBnE5wTX	Staphylococcal skin infections	skin infections	DISEASE	C0037278	Skin Diseases, Infectious	Skin diseases caused by bacteria, fungi, parasites, or viruses.	T047	Disease or Syndrome	Infection of skin, infectious skin diseases, Infectious Skin Diseases, Infection of skin (disorder), Infectious Skin Disease, infectious skin disease, Skin Infection, Skin infections, Skin infection NOS, Disease, Infectious Skin, SKIN INFECTION, skin infection, infection of skin, Skin--Infections, Skin Infections, Skin Diseases, Infectious, Skin Disease, Infectious, Diseases, Infectious Skin	1.0
ptYyoaKQr5	Chagas Cardiomyopathy	Cardiomyopathy	DISEASE	C0878544	Cardiomyopathies	A group of diseases in which the dominant feature is the involvement of the CARDIAC MUSCLE itself. Cardiomyopathies are classified according to their predominant pathophysiological features (DILATED CARDIOMYOPATHY; HYPERTROPHIC CARDIOMYOPATHY; RESTRICTIVE CARDIOMYOPATHY) or their etiological/pathological factors (CARDIOMYOPATHY, ALCOHOLIC; ENDOCARDIAL FIBROELASTOSIS).	T047	Disease or Syndrome	heart muscle disease, Cardiomyopathy (disorder), Myocardiopathies, Disorder of heart muscle, myocardial diseases, cardiomyopathy, Disorder of myocardium, Myocardial Disease, Myocardial disease, NOS, myocardiopathy, Myocardial disease, cardiomyopathies, Cardiomyopathy,, Cardiomyopathy NOS, Myocardium--Diseases, Myocardial disease (disorder), Diseases, Myocardial, Myocardial Diseases, myocardium disorder, Myocardiopathy, NOS, CARDIOMYOPATHY, CARDIOMYOPATHIES, Myocardiopathy, myocardial disease, Cardiomyopathy, NOS, Cardiomyopathies, heart muscle disorder, Cardiomyopathy, Disease of the heart muscle, Disease, Myocardial	1.0
o4vqryihah	Yersinia infectious disease	Yersinia infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	0.756
EU8YWajcXX	Epstein-Barr virus infection	Epstein-Barr virus infection	DISEASE	C0149678	Epstein-Barr Virus Infections	Infection with human herpesvirus 4 (HERPESVIRUS 4, HUMAN); which may facilitate the development of various lymphoproliferative disorders. These include BURKITT LYMPHOMA (African type), INFECTIOUS MONONUCLEOSIS, and oral hairy leukoplakia (LEUKOPLAKIA, HAIRY).	T047	Disease or Syndrome	epstein-barr infection virus, EBV INFECTION, EPSTEIN BARR INFECTION, EPSTEIN BARR VIRUS INFECTION, Epstein-Barr virus disease (disorder), Virus Infections, Epstein-Barr, epstein barr infection viral, epstein barr infection, Epstein Barr Virus Infection, Epstein-Barr virus diseases, Human Herpesvirus 4 Infections, Human Herpes Virus 4 Infections, EBV infection, Epstein-Barr virus disease, virus infections barr epstein, ebv infection, epstein-barr virus infection, EBV Infections, Epstein-Barr Virus Infections, Epstein-Barr virus infection, Herpesvirus 4 Infections, Human, Infections, EBV, infection epstein-barr virus, Infections, Epstein-Barr Virus, barr epstein infections, Virus Infection, Epstein-Barr, epstein barr virus infection, Epstein Barr Virus Infections, infection ebv, Infection, Epstein-Barr Virus, Infection, EBV, EBV Infection, Epstein-Barr Virus Infection	1.0
egnDYzsYp6	Eye infectious disorder	infectious disorder	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
qoagFukCmj	Mosquito-Borne Hemorragic fever	Hemorragic fever	DISEASE	C0019104	Hemorrhagic Fevers, Viral	A group of viral diseases of diverse etiology but having many similar clinical characteristics; increased capillary permeability, leukopenia, and thrombocytopenia are common to all. Hemorrhagic fevers are characterized by sudden onset, fever, headache, generalized myalgia, backache, conjunctivitis, and severe prostration, followed by various hemorrhagic symptoms. Hemorrhagic fever with kidney involvement is HEMORRHAGIC FEVER WITH RENAL SYNDROME.	T047	Disease or Syndrome	VHFs, hemorrhagic fever, viral hemorrhagic fever, Viral Hemorrhagic Fevers, Hemorrhagic Fever, haemorrhagic fever, Hemorrhagic fever, fever hemorrhagic, Hemorrhagic Fever, Viral, Viral hemorrhagic fever (disorder), VHF - Viral hemorrhagic fever, fever hemorrhagic viral, Fever, Viral Hemorrhagic, fevers haemorrhagic viral, Hemorrhagic Fevers, fevers hemorrhagic, Fevers, Viral Hemorrhagic, VHF - Viral haemorrhagic fever, Viral Hemorrhagic Fever, Viral hemorrhagic fever, viral hemorrhagic fevers, Viral haemorrhagic fever	0.785
u43acZkVCe	Disease arising from reactivation of latent virus									
XhqCHvkcoq	Brucellosis									
ANRzPo3bNS	Candidemia	Candidemia	DISEASE	C0877445	Candidemia	A form of invasive candidiasis where species of CANDIDA are present in the blood.	T047	Disease or Syndrome	Candidemia, Candidemia (disorder), candidaemia, candidemia	1.0
NAutvK3dui	Anthrax infection	Anthrax infection	DISEASE	C0003175	Anthrax disease	An acute infection caused by the spore-forming bacteria BACILLUS ANTHRACIS. It commonly affects hoofed animals such as sheep and goats. Infection in humans often involves the skin (cutaneous anthrax), the lungs (inhalation anthrax), or the gastrointestinal tract. Anthrax is not contagious and can be treated with antibiotics.	T047	Disease or Syndrome	Infection due to Bacillus anthracis, Anthrax, NOS, Bacillus anthracis Infections, CHARBON, anthrax, charbon, FEVER, SPLENIC, MILZBRAND, Anthrax (disorder), Anthrax, unspecified, anthrax disease, Splenic fever, Anthrax, Milzbrand, SPLENIC FEVER, ANTHRAX, Bacillus anthracis Infection, Charbon, splenic fever	0.745
gKqzt9yQ7Y	Trichomonas Vaginitis	Trichomonas Vaginitis	DISEASE	C0040923	Trichomonas Vaginitis	Inflammation of the vagina, marked by a purulent discharge. This disease is caused by the protozoan TRICHOMONAS VAGINALIS.	T047	Disease or Syndrome	Vaginitides, Trichomonas, Trichomoniasis, vaginal, Trichomonal leukorrhea vaginalis, VAGINITIS TRICHOMONAL, Trichomonas Vaginitis, Human Trichomoniasis, TRICHOMONAS VAGINALIS INFECTION, FEMALE, Human Trichomoniases, Trichomoniases, Human, Trichomonal leukorrhoea vaginalis, Trichomonas Vaginitides, trichomonal vaginitis, Trichomonal vaginitis, vaginitis trichomonas, Trichomonal Vaginitis, trichomonas vaginitis, Vaginitis, Trichomonas, Trichomonal vaginitis (disorder), Trichomoniasis, Human, trichomoniasis vaginal, Trichomonal fluor vaginalis, vaginal trichomoniasis, Vaginal trichomoniasis	1.0
EudvhpBrWW	Variant Creutzfeldt-Jakob disease	Variant Creutzfeldt-Jakob disease	DISEASE	C0376329	New Variant Creutzfeldt-Jakob Disease	A form of Creutzfeldt-Jakob disease that is most commonly contracted after consuming meat from an animal suffering from bovine spongiform encephalopathy.	T047	Disease or Syndrome	Variant MCJ, V-CJD (Variant-Creutzfeldt-Jakob Disease), Variant Creutzfeldt-Jakob disease, New Variant Creutzfeldt Jakob Disease, Creutzfeldt-Jakob Disease, New Variant, Creutzfeldt-Jakob Disease, Variant, CREUTZFELDT-JAKOB DISEASE, VARIANT, Variant Creutzfeldt Jakob Disease, vCJD - variant Creutzfeldt-Jakob disease, Variant Creutzfeldt-Jakob Disease, Variant Creutzfeldt-Jakob disease (disorder), Creutzfeldt-Jakob variant disease, Creutzfeldt Jakob Disease, Variant, V CJD (Variant Creutzfeldt Jakob Disease), New Variant Creutzfeldt-Jakob Disease, nvCJD - New variant of Creutzfeldt-Jakob disease, vCJD, Creutzfeldt Jakob Disease, New Variant	1.0
jANoWH7sag	Paratyphoid fever	Paratyphoid fever	DISEASE	C0030528	Paratyphoid Fever	A prolonged febrile illness commonly caused by several Paratyphi serotypes of SALMONELLA ENTERICA. It is similar to TYPHOID FEVER but less severe.	T047	Disease or Syndrome	paratyphoid fever, Paratyphoid Fever, Fever, Paratyphoid, Paratyphoid fever, unspecified, PARATYPHOID, paratyphoid, Paratyphoid fever (disorder), Fevers, Paratyphoid, Paratyphoid Fevers, Paratyphoid fever, NOS, Paratyphoid fever	1.0
QdcsPbsRLf	Subcutaneous tissue infection	infection	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
L3mRmX6Dbp	Covid-19									
dmgBr92mjq	Avulavirus infectious disease									
fgqqznt6wv	Aids related complex									
24rVoWDY4g	Ocular tuberculosis	Ocular tuberculosis	DISEASE	C0041322	Tuberculosis, Ocular	Tuberculous infection of the eye, primarily the iris, ciliary body, and choroid.	T047	Disease or Syndrome	eyes tuberculosis, Ocular Tuberculosis, Tuberculosis of eye, unspecified, Tuberculosis of eye, NOS, Tuberculoses, Ocular, Tuberculosis of eye, tuberculosis eye, tuberculosis ocular, Ocular Tuberculoses, Ocular tuberculosis, ocular tuberculosis, eye tuberculosis, Tuberculosis of eye (disorder)	1.0
GbzpXFCKGU	Filariasis									
h69iT7MkfE	Hiv wasting syndrome	wasting syndrome	DISEASE	C0006625	Cachexia	General ill health, malnutrition, and weight loss, usually associated with chronic disease.	T184	Sign or Symptom	Cachexia, cachexia, Cachectic, Wasting syndrome, Cachexia (finding), CACHEXIA, Cachexia, NOS, cachectic, General body deterioration, Wasting, CACHECTIC, cachexia (weight loss)	1.0
NVK78s7TkX	Trichostrongylosis	Trichostrongylosis	DISEASE	C0040948	Trichostrongylosis	Infestation with nematode worms of the genus TRICHOSTRONGYLUS. Man and animals become infected by swallowing larvae, usually with contaminated food or drink, although the larvae may penetrate human skin.	T047	Disease or Syndrome	Infection by Trichostrongylus, Trichostrongylosis, Trichostrongyliasis (disorder), TRICHOSTRONGYLIASIS, Trichostrongyliasis, Trichostrongyloses, Infection by Trichostrongylus species	1.0
wYKxw523d7	Peste des petits ruminants infectious disease									
QmdhrKdkE7	Late congenital Syphilis	congenital Syphilis	DISEASE	C0039131	Syphilis, Congenital	Syphilis acquired in utero and manifested by any of several characteristic tooth (Hutchinson's teeth) or bone malformations and by active mucocutaneous syphilis at birth or shortly thereafter. Ocular and neurologic changes may also occur.	T047	Disease or Syndrome	Congenital syphilis, NOS, syphilis congenital, Mother-to-child transmission of syphilis, MTCT of syphilis, congenital syphilis, Congenital Syphilis, Congenital syphilis, unspecified, Congenital syphilis, Congenital syphilis (disorder)	1.0
bBP5CjQhxz	Cestode infections	Cestode infections	DISEASE	C0007894	Cestode Infections	Infections with true tapeworms of the helminth subclass CESTODA.	T047	Disease or Syndrome	Infection, Tapeworm, Cestode Infection, Infections, Cestode, Tapeworm Infection, Tapeworm Infections, Tapeworm infection NOS, cestode infections, Infection, Cestode, Tapeworm NOS, tapeworm infection, Cestode infection, NOS, Disease due to Cestoda, Tapeworm infection, cestodiasis, DISEASES DUE TO CESTODA, cestode infection, Cestode infestation, cestode infestation, CESTODIASIS, Cestodiasis, tapeworm, Infections, Tapeworm, tapeworm infections, Cestodosis, Cestode infection, Cestode infection, unspecified, Cestode infection (disorder), Cestode Infections, Tapeworm infection, NOS, cestodes, TAPEWORM INFECTION	1.0
BcE5pqKAs7	Gram-Positive bacterial infections	bacterial infections	DISEASE	C0004623	Bacterial Infections	Infections by bacteria, general or unspecified.	T047	Disease or Syndrome	Bacterial infectious disease, NOS, BACTERIAL INFECTIOUS DISEASES, other bacterial infection, Bacterial infection, BACTERIAL INFECTIOUS DISEASES: GENERAL TERMS, Infections, Bacterial, bacterial diseases, bacterial infections, Bacterial Infection, bacterial infection, bacterial disease, Bacterial diseases, Infection, Bacterial, Disease caused by bacteria, NOS, Bacterial Disease, Bacterial infection; unspecified site, Bacterial Infections, Bacterial Disorder, Bacterial infectious disease (disorder), bacterial infectious diseases, Bacterial infections, Bacterial infection, NOS, Bacterial infectious disease, bacteria caused disease, Diseases Caused by Bacteria, disease caused by bacteria, Bacterial Diseases, INFECTION BACTERIAL, Bacterial disease, bacteria caused diseases, Disease caused by bacteria, Bacterial Infectious Disease	1.0
cWYEfp2JWk	Panophthalmitis	Panophthalmitis	DISEASE	C0030332	Panophthalmitis	Acute suppurative inflammation of the inner eye with necrosis of the sclera (and sometimes the cornea) and extension of the inflammation into the orbit. Pain may be severe and the globe may rupture. In endophthalmitis the globe does not rupture.	T047	Disease or Syndrome	Panophthalmitis, Inflammation of entire eye, Panophthalmitis (disorder), PANOPHTHALMITIS, Panophthalmitides, Entire eye inflamed	1.0
erwWwea4NM	Helicobacter Pylori infectious disease	Helicobacter Pylori infectious disease	DISEASE	C0850666	Infection caused by Helicobacter pylori	A bacterial infection of the stomach, caused by Helicobacter pylori. It is associated with the development of peptic ulcer and mucosa-associated lymphoid tissue lymphoma.	T047	Disease or Syndrome	h infection pylori, h infections pylori, H. Pylori Infections, Infection caused by Helicobacter pylori (disorder), Infection caused by H. pylori (Helicobacter pylori), Helicobacter Pylori Infection, H. pylori Infection, Helicobacter Pylori Infections, h pylori infection, helicobacter infections pylori, Helicobacter pylori infection, helicobacter pylori infection	0.865
yWZKgosMFN	Parasitic eye infection									
aHrhFwmFRW	Latent Syphilis									
iGLvLcN2ud	Disseminated Candidiasis	Candidiasis	DISEASE	C0006840	Candidiasis	Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)	T047	Disease or Syndrome	CANDIDIASIS, Candidiasis of unspecified site, MONILIASIS, Candidiasis (disorder), candida infections, Moniliasis, NOS, Moniliases, MONILIASIS MONILIA, muguet, Infection by Candida species, Monilia infection, monilial infection, candidosis, Moniliasis, thrush, moniliasis, candidal infections, Infection, Candida, candidal infection, candida infection, candidiasis, Candidosis, NOS, Candida Infections, Candidal infections, Candidiasis, NOS, Candidosis, Candida infection, Candidiases, Candida infections, candidiases, monilia infection, Candida Infection, Candidiasis	1.0
23a3E2x53d	Enterobiasis									
w7fJ5eNJ8d	Dengue disease	Dengue disease	DISEASE	C0040409	Tongue Diseases	Diseases involving the TONGUE.	T047	Disease or Syndrome	Tongue--Diseases, diseases of tongue, disease of tongue, Tongue Disorders, TONGUE DISORDER, tongue disorder disease, disease tongue, diseases tongue, tongue diseases, diseases of the tongue, tongue disorder, tongue disease, DISORDER TONGUE, Tongue Disorder, Diseases, Tongue, Tongue Diseases, Unspecified condition of the tongue, disorders tongue, Tongue disease, Tongue disorder, NOS, Tongue disorder, Disease of tongue, NOS, Disorder of tongue, DISEASES OF THE TONGUE, Tongue Disease, Disease, Tongue, Disorder of tongue (disorder)	0.78
buYkNP8YHS	Mucocutaneous Leishmaniasis	Mucocutaneous Leishmaniasis	DISEASE	C1328252	Mucocutaneous leishmaniasis	A disease characterized by the chronic, progressive spread of lesions from New World cutaneous leishmaniasis caused by species of the L. braziliensis complex to the nasal, pharyngeal, and buccal mucosa some time after the appearance of the initial cutaneous lesion. Nasal obstruction and epistaxis are frequent presenting symptoms.	T047	Disease or Syndrome	Espundia, Mucocutaneous leishmaniasis, (American), Leishmaniasis, mucocutaneous, Mucocutaneous leishmaniasis, Mucocutaneous leishmaniasis, American, espundia, Mucocutaneous Leishmaniases, Mucocutaneous infection caused by Leishmania (disorder), Leishmaniasis, Mucocutaneous, American cutaneous leishmaniasis, Mucocutaneous Leishmaniasis, American mucocutaneous leishmaniasis, mucosal leishmaniasis, American mucocutaneous leishmaniasis (disorder), Mucocutaneous infection caused by Leishmania, Leishmaniases, Mucocutaneous, Leishmaniasis, mucocutaneous, American	1.0
