InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
UfvFKENSiY	Pulpitis	Pulpitis	DISEASE	C0034103	Pulpitis	Inflammation of the DENTAL PULP, usually due to bacterial infection in dental caries, tooth fracture, or other conditions causing exposure of the pulp to bacterial invasion. Chemical irritants, thermal factors, hyperemic changes, and other factors may also cause pulpitis.	Pulpitis, pulpitis, dental pulpitis, Endodontic Inflammations, Endodontic Inflammation, Inflammation of tooth pulp, Pulpitides, Pulpitis, NOS, Inflammation, Endodontic, Pulpitis (disorder), Inflammations, Endodontic	T047	Disease or Syndrome	1.0
jurq5BFErY	Ureaplasma Urealyticum Urethritis	Ureaplasma Urealyticum Urethritis	DISEASE	C0085501	Ureaplasma urealyticum	A species of gram-negative bacteria found in the human genitourinary tract (UROGENITAL SYSTEM), oropharynx, and anal canal. Serovars 1, 3, 6, and 14 have been reclassed into a separate species UREAPLASMA parvum.	urealyticum ureaplasma, T-Mycoplasma, Ureaplasma urealyticum (organism), T-mycoplasma, Ureaplasma urealyticum biovar 2, ureaplasma urealyticum, Ureaplasma urealyticum	T007	Bacterium	0.897
bXemCBTrcH	Coronaviridae infectious disease	Coronaviridae infectious disease	DISEASE	C0010078	Coronaviridae Infections	Virus diseases caused by CORONAVIRIDAE.	Coronaviridae Infection, Infection, Coronaviridae, Disease caused by Coronaviridae (disorder), Disease due to coronaviridae, NOS, DISEASES DUE TO CORONAVIRIDAE, Infections, Coronaviridae, Disease due to Coronaviridae, Disease caused by Coronaviridae	T047	Disease or Syndrome	0.83
D99Q3XjaX6	Respiratory tract infectious disorder	Respiratory tract infectious disorder	DISEASE	C0035243	Respiratory Tract Infections	Invasion of the host RESPIRATORY SYSTEM by microorganisms, usually leading to pathological processes or diseases.	Respiratory Tract Infection, Respiratory tract infection (disorder), INFECTION RESPIRATORY, Infections, Respiratory, Respiratory infections, Respiratory tract infections, rti, Respiratory System Infection, respiratory tract infections, Infection, Respiratory System, respiratory tract infection (RTI), Respiratory Infections, Respiratory System Infections, respiratory tract infection, Infections, Respiratory Tract, Respiratory tract infection, respiratory infections, RESPIRATORY INFECTION, Infection, Respiratory Tract, Respiratory Tract Infections, RTI - Respiratory tract infection, respiratory infection, Respiratory infection	T047	Disease or Syndrome	0.868
eMm6fDvLRp	Morbillivirus infectious disease	Morbillivirus infectious disease	DISEASE	C0206614	Morbillivirus Infections	Infections with viruses of the genus MORBILLIVIRUS, family PARAMYXOVIRIDAE. Infections mainly cause acute disease in their hosts, although in some cases infection is persistent and leads to degenerative conditions.	Disease caused by Morbillivirus, Morbillivirus Infection, Infection, Morbillivirus, Disease due to Morbillivirus, NOS, Disease due to Morbillivirus, DISEASES DUE TO MORBILLIVIRUS, Infections, Morbillivirus, Disease caused by Morbillivirus (disorder)	T047	Disease or Syndrome	0.844
r4H8g2kuHD	Animal viral hepatitis	viral hepatitis	DISEASE	C0019159	Hepatitis A	INFLAMMATION of the LIVER in humans caused by a member of the HEPATOVIRUS genus, HUMAN HEPATITIS A VIRUS. It can be transmitted through fecal contamination of food or water.	HEPATITIS A, a hepatitis, Hepatitis, Infectious, Infectious Hepatitides, HEPATITIS, INFECTIOUS, Hepatitis A Infection, Infectious Hepatitis, IH - Infectious hepatitis, HEPATITIS INFECTIOUS, infectious hepatitis (hepatitis A), Acute Hepatitis A, Hepatitides, Infectious, Hepatitis A, Viral hepatitis, type A (disorder), hepatitis, Viral hepatitis, type A, hep a, Infectious hepatitis, Hep A, NOS, hepatitis a, hepatitis viral, HAV, infectious hepatitis a, Infectious Viral Hepatitis, hepatitis A, infectious hepatitis	T047	Disease or Syndrome	1.0
LPYwPmuWof	Gonorrhea	Gonorrhea	DISEASE	C0018081	Gonorrhea	Acute infectious disease characterized by primary invasion of the urogenital tract. The etiologic agent, NEISSERIA GONORRHOEAE, was isolated by Neisser in 1879.	Gonorrhea (disorder), GCI - Gonococcal infection, GC - Gonococcus infection, The clap, GONOCOCCAL INFECTION, Gonococcal Infection, gonococcal infections, Neisseria gonorrhoeae Infection, clap, Gonococcal infection, Clap, Infection due to Neisseria gonorrhoeae, Gonorrhea, NOS, claps, Gonorrhea NOS, Gonococcal, Gonorrhoea, gc, Gonococcal infections, GONORRHEA, gonococcal infection, gonorrhea, Gonococcal infection, NOS, gonorrhoea, Gonorrhea, CLAP, gonococcal	T047	Disease or Syndrome	1.0
3FcnWLDwLC	Herpes Simplex infection	Herpes Simplex infection	DISEASE	C0019348	Herpes Simplex Infections	A group of acute infections caused by herpes simplex virus type 1 or type 2 that is characterized by the development of one or more small fluid-filled vesicles with a raised erythematous base on the skin or mucous membrane. It occurs as a primary infection or recurs due to a reactivation of a latent infection. (Dorland, 27th ed.)	herpes simplex virus infection, HERPES SIMPLEX, Herpes simplex infection, simplex herpes, Herpes simplex, NOS, HSV, herpes simplex infection, Herpes Simplex, Herpes simplex virus infection, herpes simplex, Herpes simplex viral infection, Herpes simplex (excluding F85 X90 Y72), Herpes simplex, herpes infections simplex, Herpes Simplex Virus Infection, Herpes simplex complex, infection herpes simplex, Herpesvirus hominis disease, Herpes simplex disease, diseases herpes simplex, HSV Infection, Herpes simplex (disorder)	T047	Disease or Syndrome	1.0
GH4vB5cUT8	Fungal Meningitis	Fungal Meningitis	DISEASE	C0085438	Meningitis, Fungal	Meningitis caused by fungal agents which may occur as OPPORTUNISTIC INFECTIONS or arise in immunocompetent hosts.	Fungal meningitis, fungal meningitis, Fungal meningitis (disorder), Fungal meningitis, NOS, Fungal Meningitis, Fungal Meningitides, Meningitides, Fungal	T047	Disease or Syndrome	1.0
cSbw9memLx	Exanthema Subitum	Exanthema	DISEASE	C0015230	Exanthema	Diseases in which skin eruptions or rashes are a prominent manifestation. Classically, six such diseases were described with similar rashes; they were numbered in the order in which they were reported. Only the fourth (Duke's disease), fifth (ERYTHEMA INFECTIOSUM), and sixth (EXANTHEMA SUBITUM) numeric designations survive as occasional synonyms in current terminology.	Exanthem, Skin eruption, Rash and other nonspecific skin eruption, Eruption of skin, Eruption of skin (disorder), ERUPTION, Rash, NOS, Exanthemata, skin rash, exanthemas, Cutaneous Eruption, Skin Rash, SKIN ERUPTION, exanthems, efflorescence, Skin rash, Skin rashes, exanthem, cutaneous eruption on skin, rash, EXANTHEMA, Rash, Skin, Rashes, rashes, EXANTHEM, RASH, skin eruption, Eruption, exanthema, cutaneous eruptions, Cutaneous eruption, Exanthema, Breaking out - eruption, Cutaneous eruption, NOS, Rash, exanthemata, spots	T184	Sign or Symptom	1.0
bSnXF4QYEf	Tuberculosis, Cutaneous	Tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	T047	Disease or Syndrome	1.0
GYzAqUrnse	Visceral Leishmaniasis	Visceral Leishmaniasis	DISEASE	C0023290	Leishmaniasis, Visceral	A chronic disease caused by LEISHMANIA DONOVANI and transmitted by the bite of several sandflies of the genera Phlebotomus and Lutzomyia. It is commonly characterized by fever, chills, vomiting, anemia, hepatosplenomegaly, leukopenia, hypergammaglobulinemia, emaciation, and an earth-gray color of the skin. The disease is classified into three main types according to geographic distribution: Indian, Mediterranean (or infantile), and African.	Visceral [kala-azar] leishmaniasis, Infection by Leishmania donovani, visceral leishmaniasis, Fever, Black, Mard el bicha, Infection by Leishmania, donovani, kala-azar, leishmaniasis visceral, Indian visceral leishmaniasis, SIRKARI DISEASE, Visceral Leishmaniasis, Kala-Azar, Kala Azar, Visceral leishmaniasis, LEISHMANIASIS, VISCERAL, Dum Dum fever, Dum-dum fever, kala azar, Leishmaniasis, visceral, Burdwan fever, FEVER, BURDWAN, Sirkari disease, azar kala, VL - Visceral leishmaniasis, PONOS, Leishmaniasis visceral, MARD EL BICHA, Infection by visceral leishmaniasis, FEVER, DUMDUM, Mediterranean leishmaniasis, Dumdum fever, Black Fever, KALA-AZAR, Visceral leishmaniasis (disorder), Kala-azar	T047	Disease or Syndrome	1.0
QdpquU6vM3	Postinfectious encephalitis	Postinfectious encephalitis	DISEASE	C0596773	Infectious Encephalitis	An acute infectious process that affects the brain tissue. It is usually caused by viruses and less often by bacteria, parasites, and fungi.	Infectious encephalitis, Infectious Encephalitis, Infective encephalitis, Infective encephalitis (disorder), infectious encephalitis, Encephalitis, Infectious, Brain inflammation	T047	Disease or Syndrome	0.894
6DqYyQAN5n	Coccidiosis	Coccidiosis	DISEASE	C0009187	Coccidiosis	Protozoan infection found in animals and man. It is caused by several different genera of COCCIDIA.	coccidiosis, COCCIDIOSIS, Coccidiosis (disorder), Coccidiosis, Coccidiosis, NOS, Coccidioses, Coccidiosis infection	T047	Disease or Syndrome	1.0
nvbpTvy8XE	Pityriasis Versicolor	Pityriasis	DISEASE	C0032024	Pityriasis	A name originally applied to a group of skin diseases characterized by the formation of fine, branny scales, but now used only with a modifier. (Dorland, 27th ed)	Pityriasis, NOS, Pityriasis, Pityriasis (disorder), pityriasis, PITYRIASIS, Pityriases	T047	Disease or Syndrome	1.0
aKgPzRjsgR	Huntington Disease-Like 1	Huntington Disease-Like	DISEASE	C1864112	HUNTINGTON DISEASE-LIKE 1	A rare genetic human prion disease characterised by adult-onset neurodegenerative manifestations associated with a movement disorder and psychiatric/behavioural disturbances. Patients typically present personality changes, aggressiveness, manias, anxiety and/or depression in conjunction with rapidly progressive cognitive decline (presenting with dysarthria, apraxia, aphasia and eventually leading to dementia) as well as ataxia (manifesting with gait disturbances, unsteadiness, coordination problems), Parkinsonism, myoclonus, and/or chorea. Additional features may include generalised spasticity, seizures, urine incontinence and pyramidal abnormalities. There is evidence the disease is caused by 8 extra octapeptide repeats in the PRNP gene on chromosome 20p13.	PRION DISEASE, EARLY-ONSET, WITH PROMINENT PSYCHIATRIC FEATURES, Prion Disease, Early-Onset, With Prominent Psychiatric Features, Huntington-Like Neurodegenerative Disorder, Autosomal Dominant, Huntington disease-like 1 (disorder), Huntington disease-like 1, HUNTINGTON-LIKE NEURODEGENERATIVE DISORDER 1, HUNTINGTON-LIKE NEURODEGENERATIVE DISORDER, AUTOSOMAL DOMINANT, HLN1, HDL1 - Huntington disease-like 1, HUNTINGTON DISEASE-LIKE 1, HDL1, Huntington-Like Neurodegenerative Disorder 1, Huntington Disease-Like 1, Early-onset prion disease with prominent psychiatric features	T047	Disease or Syndrome	0.985
8uFgH2uJ4P	Viral disease	Viral disease	DISEASE	C0042769	Virus Diseases	A general term for diseases caused by viruses.	Viral disease (disorder), viral diseases, Viral disease, NOS, VIRAL DISEASES, Virus diseases, Viral illness, NOS, Viral infection NOS, VIRAL INFECTION, Infection, Viral, Disease, Viral, Disease caused by virus, Infections, Virus, Viral Infectious Disease, Viral Infections, Viral infectious disease, NOS, viral disease, Disease caused by virus, NOS, Disease due to virus, Viral Disease, diseases caused by viruses, Viral disease, viral disorder, viral infection nos, Viral Diseases, Viral infection, Virus Diseases, Viral Infection, Viral infections, virus disease, viral infectious disease, virus infection, VIRAL DISEASES: GENERAL TERMS, Viral Disorder, Virus Infection, viral infection, Viral infectious disease, Diseases, Virus, INFECTION VIRAL, Viral infection, NOS, Virus Disease, Viral illness, Virus Infections, Infection, Virus, Diseases Caused by Viruses, Disease, Virus, Diseases, Viral, Infections, Viral	T047	Disease or Syndrome	1.0
yZhNQY2bPE	Eumycotic Mycetoma	Eumycotic Mycetoma	DISEASE	C2350621	Eumycetoma		Mycotic mycetoma, eumycotic mycetoma, Fungal mycetoma, MYCOTIC MYCETOMA, Eumycotic mycetoma (disorder), Eumycotic mycetoma, Mycotic maduromycosis, Eumycetoma, Mycotic mycetomas	T047	Disease or Syndrome	1.0
y79caRKhYD	Protozoa infectious disease	Protozoa infectious disease	DISEASE	C0033740	Protozoan Infections	Infections with unicellular organisms formerly members of the subkingdom Protozoa.	protozoan infections, Protozoosis, NOS, Protozoan Infection, Infections, Protozoan, protozoal diseases, infections protozoal, Protozoiasis, Protozoal Infection, INFECTION PROTOZOAL, Protozoan infection (disorder), protozoal infestation, Protozoosis, Protozoan infection, Protozoiasis, NOS, protozoan infection, Infection, Protozoan, PROTOZOAL INFECTIOUS DISEASES, protozoal infection	T047	Disease or Syndrome	0.869
ADRMzhnMBX	Yersinia Pseudotuberculosis infectious disease	Yersinia Pseudotuberculosis infectious disease	DISEASE	C0043410	Yersinia pseudotuberculosis Infections	Infections with bacteria of the species YERSINIA PSEUDOTUBERCULOSIS.	Rodent pseudotuberculosis, Pseudotuberculosis (disorder), Infection by Yersinia pseudotuberculosis, Yersinia pseudotuberculosis Infections, Pasteurella pseudotuberculosis infection, Pseudotuberculoses, Pasteurella, Pasteurella Pseudotuberculoses, Infection by Pasteurella pseudotuberculosis, Pseudotuberculosis, Pasteurella, Pseudotuberculosis, Infections, Yersinia pseudotuberculosis, pseudotuberculosis, Pasteurella Pseudotuberculosis	T047	Disease or Syndrome	0.884
RE3XyjHyu3	Cardiac tuberculosis	Cardiac tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	T047	Disease or Syndrome	0.795
tCnDF2xVJE	Deltaretrovirus infections	Deltaretrovirus infections	DISEASE	C0020091	Deltaretrovirus Infections	Infections caused by the HTLV or BLV deltaretroviruses. They include human T-cell leukemia-lymphoma (LEUKEMIA-LYMPHOMA, T-CELL, ACUTE, HTLV-I-ASSOCIATED).	Disease due to Deltaretrovirus, Infection, Deltaretrovirus, Disease caused by Deltaretrovirus (disorder), HTLV-BLV Infections, Disease caused by Deltaretrovirus, HTLV-BLV Infection, Deltaretrovirus Infection, HTLV BLV Infections, Infections, Deltaretrovirus	T047	Disease or Syndrome	1.0
HovBtJueib	Opportunistic Mycosis	Opportunistic Mycosis	DISEASE	C0029119	Opportunistic mycosis		Opportunistic mycosis (disorder), Opportunistic mycosis, NOS, Opportunistic mycoses	T047	Disease or Syndrome	1.0
FJih8qW8Bt	Abdominal Abscess	Abdominal Abscess	DISEASE	C0243001	Abdominal Abscess	An abscess located in the abdominal cavity, i.e., the cavity between the diaphragm above and the pelvis below. (From Dorland, 27th ed)	Abdominal abscess, NOS, Abscess, Intra Abdominal, Abscesses, Intra-Abdominal, Abdominal abscess (disorder), Abdominal abscess, Intra-abdominal abscess, Intra-abdominal Abscess, abdomen abscess, abdominal abscesses intra, abdominal abscesses, intra-abdominal abscess, Abdomen--Abscess, abdominal abscess, Intra-Abdominal Abscess, Intra-Abdominal Abscesses, Abdominal Abscesses, intra-abdominal abscesses, Abscesses, Abdominal, intra abdominal abscess, Abscess, Intra-Abdominal, Abscess, Abdominal	T047	Disease or Syndrome	1.0
efiNdN4Ukq	Mycobacterium infection	Mycobacterium infection	DISEASE	C0026918	Mycobacterium Infections	Infections with bacteria of the genus MYCOBACTERIUM.	Infection due to mycobacteria, Mycobacterial Infection, mycobacteriosis, infections mycobacterial, Infections, Mycobacterium, mycobacterial disease, Mycobacteriosis, NOS, Mycobacterial infections, Mycobacterium Infection, MYCOBACTERIOSES, Mycobacterial infectious disease, Mycobacterial Infections, Mycobacteriosis (disorder), Mycobacteriosis, Mycobacterium Infections, Infection, Mycobacterium, Mycobacterial diseases, mycobacterial infection, Mycobacterial infection, mycobacterium infection, Mycobacterial disease, Unspecified diseases due to mycobacteria	T047	Disease or Syndrome	1.0
Es2GcUE7bj	Progressive Multifocal Leukoencephalopathy	Leukoencephalopathy	DISEASE	C0270612	Leukoencephalopathy	Any of various diseases affecting the white matter of the central nervous system.	Leucoencephalopathy, Leukoencephalopathy, NOS, White Matter Diseases, Brain syndrome, white matter, White matter disease, brain disease matter white, Leukoencephalopathy, White matter of brain syndrome, NOS, White matter disease (disorder), leukoencephalopathies, Leukoencephalopathies, Leukoencephalopathy (disorder), White Matter Disease, leukoencephalopathy	T047	Disease or Syndrome	1.0
nYU3xUZWRg	Non-Typhoidal salmonella Bacteremia	Bacteremia	DISEASE	C0004610	Bacteremia	The presence of viable bacteria circulating in the blood. Fever, chills, tachycardia, and tachypnea are common acute manifestations of bacteremia. The majority of cases are seen in already hospitalized patients, most of whom have underlying diseases or procedures which render their bloodstreams susceptible to invasion.	Unspecified bacteremia, Bacteremia, Bacteremias, bacteraemia, bacteria in the blood, bacteremias, Bacteremia (finding), Bacteraemia, Bacteremia, NOS, blood poisoning, BACTEREMIA, bacteremia	T047	Disease or Syndrome	1.0
UXdCzJ5DtJ	Prion disease	Prion disease	DISEASE	C0162534	Prion Diseases	A group of genetic, infectious, or sporadic degenerative human and animal nervous system disorders associated with abnormal PRIONS. These diseases are characterized by conversion of the normal prion protein to an abnormal configuration via a post-translational process. In humans, these conditions generally feature DEMENTIA; ATAXIA; and a fatal outcome. Pathologic features include a spongiform encephalopathy without evidence of inflammation. The older literature occasionally refers to these as unconventional SLOW VIRUS DISEASES. (From Proc Natl Acad Sci USA 1998 Nov 10;95(23):13363-83)	Disorders, Prion-Induced, diseases prion, Prion-Induced Disorder, prion diseases, Prion Diseases, Spongiform Encephalopathy, spongiform encephalopathy, Prion-Induced Disorders, Prion Protein Disease, Prion Induced Disorder, diseases prions, Spongiform Encephalopathy, Transmissible, Transmissible Dementia, Transmissible Dementias, Prion diseases, disease prion, Spongiform Encephalopathies, Transmissible, Encephalopathy, Transmissible Spongiform, Prion disease, Dementia, Transmissible, Prion Disease, Transmissible spongiform encephalopathy, TSE, Prion-Associated Disorders, Prion disease (disorder), Transmissible Spongiform Encephalopathy, Human prion disease, PRION DISEASES, Prion Protein Diseases, Encephalopathies, Spongiform, Transmissible, Dementias, Transmissible, Prion disease, NOS, Disorder, Prion-Induced, prion disease, encephalopathies spongiform, Encephalopathies, Transmissible Spongiform, prion induced disorder, disease prions, Transmissible Spongiform Encephalopathies	T047	Disease or Syndrome	1.0
2MuSkojgsN	Respiratory syncytial virus infection	Respiratory syncytial virus infection	DISEASE	C0035235	Respiratory Syncytial Virus Infections	Pneumovirus infections caused by the RESPIRATORY SYNCYTIAL VIRUSES. Humans and cattle are most affected but infections in goats and sheep have been reported.	RESPIRATORY TRACT, SYNCYTIAL VIRUS INFECTION, rsv infection, RSV Infections, infection rsv, Respiratory syncytial virus infection (disorder), Respiratory syncytial virus infection, NOS, RSV - Respiratory syncytial virus infection, Respiratory Syncytial Virus Infections, Respiratory syncytial virus infection, Infections, Respiratory Syncytial Virus, Respiratory Syncytial Virus Infection	T047	Disease or Syndrome	1.0
3M6HPRUoku	Corneal infection	Corneal infection	DISEASE	C0729777	Corneal Infection	A viral or bacterial infectious process affecting the cornea. Symptoms include pain and redness in the eye, photophobia and eye watering.	Infection of cornea, infection cornea, Corneal infection (disorder), cornea infection, Corneal Infection, corneal infection, Corneal infection, corneal infections	T047	Disease or Syndrome	1.0
wjgfUfmbsN	Fusobacterium infectious disease	Fusobacterium infectious disease	DISEASE	C0016879	Fusobacterium Infections	Infections with bacteria of the genus FUSOBACTERIUM.	Infection, Fusobacterium, Sphaerophorus Infections, Infections, Sphaerophorus, Sphaerophorus Infection, Infection, Sphaerophorus, Infections, Fusobacterium, Fusobacterium Infection	T047	Disease or Syndrome	0.838
xcRmDbGWUV	Blastocystis Hominis infectious disease	Hominis infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.827
yTuFbs9nvf	Rickettsial pneumonia	pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	T047	Disease or Syndrome	1.0
cXSJKSYaTY	Trichuriasis	Trichuriasis	DISEASE	C0040954	Infection by Trichuris trichiura	Infection with nematodes of the genus TRICHURIS, formerly called Trichocephalus.	Infection caused by Trichuris trichiura, Whipworm Infection, Trichuriases, Infection caused by Trichocephalus trichiura, Trichuris trichiura Infection, Infection by Trichuris trichiuria, Infection, Trichuris trichiura, Trichocephaliasis, Trichuriasis, Trichuris trichiura Infections, Trichuris Infections, Trichocephaliases, Infection by Trichocephalus trichiura, Trichuris Infection, Infections, Trichuris, Whipworm Infections, Infections, Whipworm, Infections, Trichuris trichiura, Infection, Trichuris, Infection, Whipworm, Infection by Trichuris trichiura, Infection caused by Trichuris trichiura (disorder)	T047	Disease or Syndrome	1.0
7ojJDiomwA	Hand, foot and mouth disease	mouth disease	DISEASE	C0026636	Mouth Diseases	Diseases involving the MOUTH.	mouth disorder, Mouth Disease, Oral Cavity Disorder, oral disorder, Disorder of mouth (disorder), Diseases, Mouth, Oral Disorder, mouth disease, Oral Cavity Disease, Disease of mouth, Disease of oral cavity, Disorder of mouth, Mouth Disorders, Disease, Mouth, Oral Disease, Disorder of oral cavity, Mouth--Diseases, mouth diseases, Mouth disorder	T047	Disease or Syndrome	1.0
avTFaZVT5N	Leprosy, Paucibacillary	Leprosy	DISEASE	C0023343	Leprosy	A chronic granulomatous infection caused by MYCOBACTERIUM LEPRAE. The granulomatous lesions are manifested in the skin, the mucous membranes, and the peripheral nerves. Two polar or principal types are lepromatous and tuberculoid.	HANSEN DISEASE, Infection due to Mycobacterium leprae, LEPROSY, Leprosy (disorder), hansen disease, Leprosy, unspecified, leprosy, Hansen's disease, hansen's disease, Hansen's Disease, Mycobacterium leprae infection, Hansen Disease, Leprosy, leprosy nos, hansens disease, Leprosy, NOS	T047	Disease or Syndrome	1.0
5XNiCXQrNv	Extrapulmonary tuberculosis	Extrapulmonary tuberculosis	DISEASE	C0679362	Tuberculosis, Extrapulmonary	MYCOBACTERIUM infections of organs other than the lung.	tuberculosis extrapulmonary, Extrapulmonary tuberculosis, Extrapulmonary Tuberculoses, Tuberculosis, Extra-Pulmonary, Extrapulmonary TB, Extra Pulmonary Tuberculosis, extra pulmonary tuberculosis, extrapulmonary tuberculosis, extra-pulmonary tuberculosis, Extrapulmonary Tuberculosis, Extra-Pulmonary Tuberculoses, Tuberculosis, extrapulmonary (disorder), Tuberculosis, extrapulmonary, Extra-Pulmonary Tuberculosis, TB, extrapulmonary	T047	Disease or Syndrome	1.0
csptahVWJM	Trichomoniasis	Trichomoniasis	DISEASE	C0040921	Trichomonas Infections	Infections in birds and mammals produced by various species of Trichomonas.	Trichomonosis, Trichomonas Infection, trichomonosis, Infections, Trichomonas, Infection by Trichomonas, Trichomoniases, Infection, Trichomonas, Disease due to Trichomonadidae, DISEASES DUE TO TRICHOMONADIDAE, Trichomonas infection, Trichomoniasis, unspecified, Disease caused by Trichomonadidae (disorder), Infection caused by Trichomonas, trichomoniasis, Infection by Trichomonas, NOS, Trich, Infection caused by Trichomonas (disorder), trichomonas, TRICHOMONAL INFECTION, Disease caused by Trichomonadidae, Trichomoniasis, trichomona, Trichomonas Infections, trichomonas infection, TRICHOMONIASIS	T047	Disease or Syndrome	1.0
vcQBF3HNte	Plasmodium Falciparum malaria	Plasmodium Falciparum	DISEASE	C0032150	Plasmodium falciparum	A species of protozoa that is the causal agent of falciparum malaria (MALARIA, FALCIPARUM). It is most prevalent in the tropics and subtropics.	falciparum plasmodium, Plasmodium falciparum (organism), falciparums, Plasmodium, Plasmodium falciparums, Plasmodium (Laverania) falciparum, Plasmodium falciparum, plasmodium falciparum, Pf - Plasmodium falciparum	T204	Eukaryote	1.0
wAue6QQCyv	Blastomycosis	Blastomycosis	DISEASE	C0005716	Blastomycosis	A fungal infection that may appear in two forms: 1, a primary lesion characterized by the formation of a small cutaneous nodule and small nodules along the lymphatics that may heal within several months; and 2, chronic granulomatous lesions characterized by thick crusts, warty growths, and unusual vascularity and infection in the middle or upper lobes of the lung.	Blastomycosis, Blastomycotic infection, Blastomycosis (disorder), Blastomycosis, NOS, blastomycosis, blastomycoses, Blastomycoses, BLASTOMYCOSIS, Blastomycotic infection, NOS, Infection by Blastomyces, NOS, Infection by Blastomyces	T047	Disease or Syndrome	1.0
